,#,kVp (kV),th (deg),Air (mm),Al (mm),Cu (mm),Sn (mm),Pb (mm),Be (mm),HVL1 Al (mm),HVL2 Al (mm),HVL1 Cu (mm),HVL2 Cu (mm),Mean energy (keV),Air kerma (uGy),Mean conv. coeff. (Sv/Gy)
0,Iteration 1,63.68168911480656,19.363533552456467,1036.347575580393,3.654175632807489,0.551884025852126,0.0,0.0,0.0,6.09393821555334,6.510102013340941,0.247656107709311,0.28368749484107936,49.100044097946444,2.654711419760394,1.6011389183750548
1,Iteration 2,62.437347645849286,18.601545983471937,973.5173983043616,3.8680473330556975,0.5483311133996691,0.0,0.0,0.0,5.976395354582715,6.373753908106739,0.2402496055384477,0.2736080504379506,48.49418163673697,2.2572393134183093,1.5944578517615575
2,Iteration 3,60.24159578767949,19.512064184888207,911.701116776836,4.027278338084956,0.5887655179298001,0.0,0.0,0.0,5.859976270023018,6.206365650494601,0.23257603104711833,0.26065933820524806,47.68835318714087,1.725614861199367,1.582796739246806
3,Iteration 4,61.0388094104587,19.346157523016117,988.5767814573381,4.207490281979522,0.5603583582150995,0.0,0.0,0.0,5.885871609077746,6.253514292454021,0.2344225805642154,0.2645033456716037,47.931415630986386,1.812159594377281,1.5844785952345124
4,Iteration 5,65.40814307097338,18.93582764355976,1028.959151741238,4.278929198299663,0.6043722741909902,0.0,0.0,0.0,6.463701213101128,6.868085465286267,0.2707714971391873,0.30897947144526,50.56348490838548,2.3774941739120456,1.619564965395716
5,Iteration 6,59.16552976527207,20.84106880922392,1006.2496149402119,4.170693676521442,0.5505252875101265,0.0,0.0,0.0,5.652047341341124,5.998569037527611,0.22064287200504146,0.24739704901102016,46.83602148628295,1.7199733591248056,1.5723167252688788
6,Iteration 7,65.2746550363824,19.482452359852605,989.6312395860709,3.7921128055655986,0.6220435133496821,0.0,0.0,0.0,6.459935567411673,6.860649997154178,0.2704525149309903,0.3082586211593983,50.52389881878622,2.461801388702533,1.6226000286732432
7,Iteration 8,59.88285414729207,20.76337830215159,1031.1750871967781,3.8473452900417744,0.5859543060071247,0.0,0.0,0.0,5.798318439855028,6.143216703680914,0.2289770495813184,0.2565311014712165,47.426008733357854,1.7063546167028374,1.5831802731472862
8,Iteration 9,61.25959085899468,20.098207793418194,1075.4940337946819,3.9515669662611663,0.5597913102073225,0.0,0.0,0.0,5.887273077445552,6.261562933566446,0.2345978702660829,0.26526208549010755,47.97916858127656,1.9167731414373035,1.5902993537815067
9,Iteration 10,55.22204478718168,21.586293769390142,1016.2626456580035,3.749447234156674,0.6107601514670915,0.0,0.0,0.0,5.318703519589668,5.591764557171629,0.2014226290581909,0.22073941987834259,45.008815269166554,0.9102076387750281,1.5454583655057732
10,Iteration 11,60.83818383281599,19.70895275732666,941.7164713021496,4.245078411819954,0.5970530051428774,0.0,0.0,0.0,5.959293512619099,6.307619684616065,0.2384597324056434,0.26738314939384084,48.11056563671388,1.5786406651807112,1.5945355614378813
11,Iteration 12,57.83008391414202,19.099863775644515,1059.2730844747975,4.257509853216789,0.6162678442187808,0.0,0.0,0.0,5.671871932206586,5.972398597169186,0.22111399867905246,0.24427427971040944,46.62465613832779,1.0523440789305993,1.5743548640989866
12,Iteration 13,57.80271069238402,20.774315304494497,986.6246690276489,3.7253620150903597,0.6028621453765836,0.0,0.0,0.0,5.600230266288045,5.91127101188903,0.2172407765446374,0.24084598700137913,46.398283059238906,1.3249061496396346,1.566302753767398
13,Iteration 14,60.42627256704234,19.4306749290072,962.6972069722598,4.290816375941813,0.5876456214058801,0.0,0.0,0.0,5.895380464718402,6.24159160103147,0.23465473986104382,0.2629607213245455,47.83368644345979,1.615497380494116,1.5891586484915488
14,Iteration 15,62.288876839231705,21.756726338780275,1084.5290362560972,4.213690205335626,0.5815604349395618,0.0,0.0,0.0,6.066437376877366,6.441607450084724,0.24531195497479044,0.27739633518215256,48.7255032629092,1.8833386876026597,1.5992492397834264
15,Iteration 16,59.81366582648484,22.26299829649873,976.0707236510948,4.266269427023441,0.5848058002948177,0.0,0.0,0.0,5.811167700462019,6.150959891200274,0.229641684956232,0.2568554296009564,47.44668505892994,1.5838095003145105,1.585457778176536
16,Iteration 17,58.74685546349078,21.18411329657453,1053.43579397888,3.9891843727367986,0.6226340601284899,0.0,0.0,0.0,5.7682744849109415,6.081526248161058,0.22677512148562587,0.2515163957834594,47.10069166915038,1.2453942339157587,1.580913780394948
17,Iteration 18,57.76807560318861,21.20023723101365,998.9715738327493,3.8182966877660856,0.5488623131714717,0.0,0.0,0.0,5.469721651106321,5.801355626294688,0.21030515324608975,0.2347896495709801,45.99525096707277,1.5588144004852806,1.5597535293364146
18,Iteration 19,59.63969581178395,20.07328234819161,1095.9296359868424,3.6968658174222897,0.5828960714440967,0.0,0.0,0.0,5.756560788677234,6.1010550072616425,0.2265648243746473,0.2538130799803006,47.251504786356065,1.6469242278348437,1.5816847137091175
19,Iteration 20,62.31501957879011,20.641110014104644,989.6669906108256,3.7717115471592395,0.5874563418265715,0.0,0.0,0.0,6.056452164066372,6.434795209904013,0.24476028828571875,0.27704878675592803,48.704005350927645,2.0194413066059718,1.597745213139492
20,Iteration 21,61.92326419125084,21.8127503023087,1001.0076453677526,4.039825946438048,0.5593198923897315,0.0,0.0,0.0,5.9553701181365,6.338319188082002,0.2387681729104103,0.27069806844385913,48.3165722813486,2.13784946184834,1.593176528243496
21,Iteration 22,59.90724895892648,21.114468460919973,1039.3759713747927,3.9816124783156654,0.5591516248807727,0.0,0.0,0.0,5.740458199239141,6.09590339023716,0.22580112663082683,0.2538562982211666,47.25575636171183,1.7423962154874666,1.580803203369783
22,Iteration 23,55.3422025903499,21.537722196158494,982.7304908528106,3.8051862548387483,0.5642096442636121,0.0,0.0,0.0,5.232254576170668,5.523301673935654,0.1970798844339358,0.2173111586206868,44.77011505509577,1.1279337646328056,1.5393519990334104
23,Iteration 24,60.80844501997547,20.683700635009327,1061.8248403222522,3.6964364510910794,0.5649804272775303,0.0,0.0,0.0,5.833053326867552,6.201988454377459,0.23134608259611095,0.26116389557244774,47.721948838538296,1.9093355051199106,1.582663766216574
24,Iteration 25,62.64681829244966,21.100378638115355,1038.812369935921,4.154820321472801,0.6194935405063706,0.0,0.0,0.0,6.1989113748038855,6.562549064225752,0.2532415039432805,0.2852897869042057,49.20073067199278,1.8754078578145965,1.6144099097403541
25,Iteration 26,56.72981769919586,20.37071029687307,1047.3208998753062,3.869361075554201,0.6183152750436595,0.0,0.0,0.0,5.522276995255435,5.811539201191291,0.21262807449652596,0.23412179891540405,45.94170545557027,1.1534232441354209,1.564859831919723
26,Iteration 27,57.5838751601213,21.67981381609222,1031.0251765208222,4.215323880734845,0.5669361013063767,0.0,0.0,0.0,5.519388961384066,5.83635699642243,0.21284394122805644,0.2364714637630132,46.10612044498922,1.2840915028299513,1.5615089781233928
27,Iteration 28,66.56618502214941,18.49073465746016,937.4771513209956,4.144278488427746,0.5825820645722664,0.0,0.0,0.0,6.511214036485272,6.943515055443445,0.27440006816210105,0.31588451815335694,50.93978796746389,2.908782272087854,1.6235677714496475
28,Iteration 29,61.27918383379158,18.272375197357682,1004.2715693181606,3.7854650632327194,0.6322625787710545,0.0,0.0,0.0,6.068283414479678,6.41261273999614,0.24492481816258255,0.27424835521763063,48.53435623941176,1.6549196845929042,1.5999013210363273
29,Iteration 30,57.49017196018937,19.978794398758872,974.177599116923,3.7771165142265555,0.6254955975306679,0.0,0.0,0.0,5.621287093961763,5.918976160631209,0.21823807562408948,0.24090059793360236,46.40008090524306,1.0735510106673496,1.5663190538149931
30,Iteration 31,61.69264979098832,20.591586340911906,1028.6154773437033,3.819691963800899,0.5716919175413702,0.0,0.0,0.0,5.953095902887525,6.3296338280753845,0.2385289158318508,0.26987372472536486,48.265344948467266,2.0227105683776054,1.5905036094163898
31,Iteration 32,60.77068872353815,20.034881574005674,999.7549260492818,3.9219018444305225,0.6377503948086889,0.0,0.0,0.0,6.028153102989048,6.362478271877867,0.24234592303826533,0.27051216484880447,48.30495049473667,1.4925061083701001,1.5972476715491843
32,Iteration 33,60.62576907437813,19.07821109161911,987.8280794276375,4.230227971438224,0.6409642971890002,0.0,0.0,0.0,6.041732292767202,6.369477185762838,0.2430616835823102,0.2707384637049418,48.31913529914815,1.5140825512556262,1.602648591774907
33,Iteration 34,63.713524812841776,19.832761190227444,1032.5847559917822,3.956852382647973,0.6117349370648533,0.0,0.0,0.0,6.28238689748709,6.665577588009986,0.2587858295462834,0.2933339362611974,49.67198520871796,2.1573219210046326,1.6122853696343837
34,Iteration 35,65.43920586504886,18.985154512936223,906.8536824512759,3.9476600189547524,0.6393693007923867,0.0,0.0,0.0,6.534106055793639,6.926819954194005,0.27515807676384396,0.3128408687446993,50.783629468982134,2.3093855214738515,1.6294573739837868
35,Iteration 36,64.93201185386903,20.537734283845527,1093.729024220924,4.1784726432873605,0.6161970502614558,0.0,0.0,0.0,6.433281177070482,6.827463792972081,0.26861174405147203,0.3055334398164782,50.371887579601065,2.1412650949416343,1.6192437227893466
36,Iteration 37,61.1488224610248,20.34750947603667,1042.0930882181874,3.6633694150734066,0.55309849524169,0.0,0.0,0.0,5.835011335269948,6.2148004093514615,0.23162425255335886,0.2623811596909512,47.799336900111705,2.0279550742577626,1.5838425563570229
37,Iteration 38,59.93420335822088,20.8762815558193,1033.4484252931436,3.7826596345384718,0.6191758419919552,0.0,0.0,0.0,5.880572297483543,6.21305746319619,0.23357759074906703,0.2606161356159097,47.68527733455096,1.469794130634509,1.5913071807128198
38,Iteration 39,53.78876678388071,18.243475830573903,982.9127427334854,4.067948022391039,0.6320368647770861,0.0,0.0,0.0,5.21552719774228,5.4596706510463155,0.19564224597764696,0.21244372608067957,44.40308403218759,0.6725172090255105,1.5378679874254664
39,Iteration 40,61.974936655083546,20.790281678847727,1011.8077604653273,3.7108195297580826,0.6140893044826574,0.0,0.0,0.0,6.084768914186979,6.447253792714179,0.246225161542881,0.2773008806552266,48.72013669518743,1.9243201011541826,1.6041449236817449
40,Iteration 41,63.18211869049715,19.767435453993183,961.4714476692084,3.8450629374591814,0.5876691188306258,0.0,0.0,0.0,6.155484773198234,6.544390908415199,0.25098283856376985,0.28501888137668546,49.18146504705991,2.1549299517733735,1.60704705621374
41,Iteration 42,63.20326933112836,20.63964436338769,994.8351957236769,3.7821071091161436,0.550083458785466,0.0,0.0,0.0,6.045312917896669,6.454137752377162,0.24457579468393353,0.2795293743774162,48.85249664909516,2.4245886471073,1.5988332055932746
