,#,kVp (kV),th (deg),Air (mm),Al (mm),Cu (mm),Sn (mm),Pb (mm),Be (mm),HVL1 Al (mm),HVL2 Al (mm),HVL1 Cu (mm),HVL2 Cu (mm),Mean energy (keV),Air kerma (uGy),Mean conv. coeff. (Sv/Gy)
0,Iteration 1,60.07928478042848,20.338192679820413,986.6444935734552,4.304122622494009,0.5609512766835024,0.0,0.0,0.0,5.78838335569361,6.141408996835918,0.22852359379591633,0.25669421930003833,47.43717236818395,1.7311193523870299,1.5818119539612445
1,Iteration 2,59.25088707740197,20.606115992908464,1034.9454933072718,4.341213647264653,0.637173098680297,0.0,0.0,0.0,5.881007114788585,6.19165894609825,0.23326282462865075,0.25845526285147935,47.54719344553715,1.2938216981457737,1.594323416734445
2,Iteration 3,56.95708149525605,20.00245954047391,988.3142394669455,3.9912295155094926,0.6356636087258118,0.0,0.0,0.0,5.593959547472739,5.87891292805943,0.21653930940733004,0.23805894053116636,46.2078282565431,0.950237750797931,1.5685939103103947
3,Iteration 4,63.09689361204092,21.43775262053755,1015.9327148526729,3.9404289910839396,0.583224816704359,0.0,0.0,0.0,6.135960160432186,6.524807149403324,0.24978376087001633,0.2836607403255389,49.101013238016506,2.259536050265082,1.6062552306726032
4,Iteration 5,58.97279207869221,20.30180098556773,1003.1524648414047,3.7691550368454143,0.6510864504321119,0.0,0.0,0.0,5.846651248306494,6.154374527965042,0.2312259015699927,0.2559664432105929,47.38768039589107,1.2804454855721812,1.5888791029097296
5,Iteration 6,63.450495783031165,21.103944936688233,955.5514431694751,4.010611998196487,0.6512061399823805,0.0,0.0,0.0,6.3520717132597815,6.714156832948235,0.26282650213046427,0.29593351462589684,49.827966832834626,1.9034487207778064,1.6214371835915193
6,Iteration 7,51.44511320984539,20.213103420606004,911.4541117521237,4.113849931457038,0.6480823457120012,0.0,0.0,0.0,4.949006075023885,5.159091186383279,0.18167553353579305,0.1952302112118662,43.094091039569356,0.4745018684483668,1.5128176960684294
7,Iteration 8,56.98944818228902,20.226243072161207,966.5046037288372,3.733288474398265,0.6400345507723155,0.0,0.0,0.0,5.591473651696372,5.877841805587526,0.216420707826519,0.23803820951734678,46.20660705016401,0.9840423505213882,1.5685422141618255
8,Iteration 9,60.00745361185973,20.3857456944548,1086.373422997678,4.108463031762225,0.5505803320498839,0.0,0.0,0.0,5.74027417031646,6.0992847133269015,0.22584336420087736,0.25419229569631935,47.277645520193715,1.7716894190058032,1.5826922143458309
9,Iteration 10,57.66666784784292,19.334742674121067,915.0852645076259,3.8705261122268935,0.5832776108409325,0.0,0.0,0.0,5.551848234130748,5.867034402219886,0.21461008949055338,0.23827225554688347,46.22646968824183,1.3818373034231914,1.5640458511430317
10,Iteration 11,59.58377184109919,20.161400664530408,987.7443441136122,4.106381094298387,0.6130754241522635,0.0,0.0,0.0,5.8499041356649215,6.17658389222462,0.23169926730706125,0.25805186768775834,47.52191891746241,1.480078005066007,1.5900647271376656
11,Iteration 12,56.94924754272558,19.99995769408072,1019.2746476034162,4.287157363077121,0.6289544958004875,0.0,0.0,0.0,5.595916205747299,5.880249781843736,0.21663947477263165,0.23812115605217057,46.2119911745963,1.0099914409517918,1.5698676717232518
12,Iteration 13,60.58153400631975,19.852556181895913,986.9352110618503,3.682022522396593,0.599578688031349,0.0,0.0,0.0,5.899771217703809,6.250169752962226,0.2349766465351648,0.26367007759086253,47.878390749959465,1.5932439223135344,1.5845278339397382
13,Iteration 14,59.409831070166646,19.967311787735753,928.4469418473319,4.10999560575594,0.6008753864185777,0.0,0.0,0.0,5.8021751986970616,6.13142206023351,0.2289695436642859,0.2552393582871906,47.342013428362044,1.4204691642978107,1.5855905626970608
14,Iteration 15,56.28116155385267,20.88583851529023,1011.7827005402276,3.8677618703924606,0.5570365816990596,0.0,0.0,0.0,5.3283866928366965,5.634759432066463,0.20234882611186403,0.22416411882682255,45.258690249116725,1.205373527181148,1.546260404019759
15,Iteration 16,61.181926671967304,19.116196850792466,978.2311115268635,4.075743793144132,0.6403043179853699,0.0,0.0,0.0,6.0919572360600736,6.428731317666088,0.24623791070267403,0.27505510315097387,48.58446038511918,1.6119325433994454,1.6100548124100393
