,#,kVp (kV),th (deg),Air (mm),Al (mm),Cu (mm),Sn (mm),Pb (mm),Be (mm),HVL1 Al (mm),HVL2 Al (mm),HVL1 Cu (mm),HVL2 Cu (mm),Mean energy (keV),Air kerma (uGy),Mean conv. coeff. (Sv/Gy)
0,Iteration 1,66.43792532656916,20.14803644331822,977.7745547125853,3.715232589364613,0.6505315205161013,0.0,0.0,0.0,6.644878113299869,7.048021687668287,0.2827169753346623,0.32252179444630696,51.31538959115226,2.5221647736185866,1.6329449308535855
1,Iteration 2,63.453316113712,19.397850103351733,1031.5382345316661,4.319064577949652,0.6452190037584435,0.0,0.0,0.0,6.364310267222234,6.72504747406282,0.26358139841312656,0.29665363965773983,49.86991750583446,1.8212505717696044,1.6190716238200191
2,Iteration 3,56.65520252287478,20.707121855185346,967.1010407856589,4.069255541895329,0.5631523655147741,0.0,0.0,0.0,5.398630527217336,5.705674766670943,0.20612912160169583,0.2283519984440004,45.549782694562204,1.1894329877426646,1.5509151128792829
3,Iteration 4,58.76440852474704,20.04253997201106,943.7513631181176,3.7875057799760024,0.6034732513212648,0.0,0.0,0.0,5.715767151430437,6.038854438001928,0.22391830575100635,0.24915300759718645,46.94751057656721,1.3765800455494577,1.5708268849538984
4,Iteration 5,59.97883755318612,20.237957537850487,974.991821722849,3.9699513658918426,0.6075479811385518,0.0,0.0,0.0,5.871376349751042,6.207066622150942,0.23308879514751235,0.2603398009276536,47.66781411100566,1.58018004960701,1.5885871172453125
5,Iteration 6,55.40200781510294,17.72183257231345,994.24095592501,3.6888820271644436,0.621714907991111,0.0,0.0,0.0,5.3701852985115295,5.641996831822144,0.20415822756259644,0.22360860141546768,45.210484869023965,0.9139415209768812,1.553876080678676
6,Iteration 7,62.617458201539584,19.59461152116549,1062.092687980824,4.2064148890048845,0.5623921831536122,0.0,0.0,0.0,6.056176593285101,6.44463109592412,0.24490991681492377,0.2781072977587843,48.767552763621694,2.201894251309774,1.5979842723903097
7,Iteration 8,61.225144170886885,17.797514221400853,1009.7976955763473,3.7268830570086324,0.5495826658914557,0.0,0.0,0.0,5.847311698683994,6.228597108049668,0.23236154903479705,0.26332982166358004,47.85833086896955,2.1750162174036687,1.5857970908151853
8,Iteration 9,58.40422427083143,19.944683097333165,1009.1093433868726,4.284602555387525,0.5673644473340298,0.0,0.0,0.0,5.621482858633197,5.948695565938111,0.21865665198322043,0.24366958453510057,46.58811306818568,1.376286209275254,1.5711580084676835
9,Iteration 10,60.038079972482635,19.127574614492218,955.4377861522381,4.307893265104506,0.6413170675641312,0.0,0.0,0.0,5.9811986196832585,6.300547783617901,0.23931183093842578,0.265863434177793,48.01567183128665,1.2386993613814858,1.5937589734494122
10,Iteration 11,62.91126620539522,18.271500194605824,1079.8902464935468,3.757532642564494,0.6243304136665357,0.0,0.0,0.0,6.222707399023678,6.591862951446949,0.25481538062770365,0.28755264125369423,49.33390742653951,1.9774880398720367,1.61215547939178
11,Iteration 12,58.596240373671385,19.337288686205525,1118.2248413193215,3.666317100841573,0.6067876084323514,0.0,0.0,0.0,5.70014834708459,6.020707846204371,0.22300090103724665,0.24793617942754756,46.8676645243991,1.3272629747144082,1.5759089051125785
12,Iteration 13,61.03735456474167,18.693398058520494,973.4656099937871,4.183790985765931,0.5819139044612405,0.0,0.0,0.0,5.942320380381895,6.300404058955591,0.23760803015898962,0.2672596993396265,48.1028364511399,1.8063952586313206,1.596462328615216
13,Iteration 14,60.73508925458392,19.284202363103603,1061.8927407346273,3.864834324732703,0.5826150046575052,0.0,0.0,0.0,5.8882729242906775,6.24582726534772,0.23440289375716628,0.2636308053101123,47.87608229493431,1.811059219043619,1.5913930707726578
14,Iteration 15,54.70368793235825,21.214957439440308,1030.16005966935,4.22442448808098,0.6151051809032868,0.0,0.0,0.0,5.293870379567532,5.554156801976423,0.1999509575688095,0.21823036378462293,44.82666225062514,0.798063336845392,1.5431488059183984
15,Iteration 16,58.19611095966566,18.351003242489732,947.4325094657808,3.9954778963788065,0.5969781511636838,0.0,0.0,0.0,5.655259175164951,5.970712081723996,0.22038668988223936,0.24464889825521263,46.650872092861654,1.2887621991996354,1.5730756417882217
16,Iteration 17,58.21891090838093,21.62992645785729,856.7099276348985,3.8790558615674353,0.585270483085787,0.0,0.0,0.0,5.611934995800195,5.9341859729014805,0.21804782798240066,0.2426107457352981,46.51745230537014,1.3875425220406123,1.5659210016769378
17,Iteration 18,56.45775889922371,19.27363050337099,1022.3734343004049,3.8065085960422578,0.5791530044972023,0.0,0.0,0.0,5.401534469720431,5.70217119086853,0.20620755496839396,0.22795985181991843,45.52089953756682,1.174399290309042,1.5505909550401968
18,Iteration 19,59.37759062320241,19.72035545466055,993.284284056164,3.8447360490837523,0.6476648265190826,0.0,0.0,0.0,5.8913233129855165,6.204670582846049,0.23391422792934585,0.259393944318225,47.606929667877395,1.276308207375277,1.5868952643466945
19,Iteration 20,57.58347399219913,19.758816162469493,967.5894917830527,4.133295155124229,0.5740265358815149,0.0,0.0,0.0,5.536291012953234,5.851142223016065,0.21374806273198882,0.2373000842142346,46.1612152274559,1.2937622196213772,1.5565782352103308
20,Iteration 21,57.390718924440044,20.639514282672696,964.5886566589656,3.792650476879865,0.6440895769593855,0.0,0.0,0.0,5.649304366121297,5.9389588711790156,0.21969413567050092,0.24186843540980166,46.46386184516766,1.0751474624409787,1.5725500233697647
21,Iteration 22,57.61001658726183,21.09061362004396,1086.8170138982173,3.9409328374437704,0.6238929978171505,0.0,0.0,0.0,5.638797231629192,5.937052160473553,0.21922452827144365,0.2420275034253577,46.47551036656827,1.1319374289946311,1.574397188637012
22,Iteration 23,56.48238650570222,22.585632624880027,987.0140338380427,3.904020329122758,0.5553487157210707,0.0,0.0,0.0,5.344521948061148,5.65422814408641,0.20325817676429966,0.2254060929455544,45.346538029060135,1.290020545681433,1.5435404644034252
23,Iteration 24,61.88260990076492,20.25063898916559,1017.6126669595901,3.8157106800648855,0.5528100194207366,0.0,0.0,0.0,5.922005413528504,6.310288341423023,0.23686846207366805,0.2690077195581009,48.21221561464498,2.259959982549153,1.588842108323314
24,Iteration 25,57.74453195280765,20.60862645037325,974.1960063927503,3.800671374958942,0.5940492855452235,0.0,0.0,0.0,5.5782399615574665,5.891112233850338,0.2160384051360921,0.2396663338953954,46.31970424416398,1.3253422459922495,1.5702562458952736
25,Iteration 26,62.093308093747055,20.722462131623775,1159.1689498170879,4.2845905433965115,0.6494472301776927,0.0,0.0,0.0,6.221668383194818,6.564137581103217,0.25429400176065564,0.28455479158967223,49.159537143018085,1.611144000801579,1.611331976511456
26,Iteration 27,55.56388502918571,20.61441143926977,977.9084362091713,3.774016851737791,0.6292630950393026,0.0,0.0,0.0,5.401904401418134,5.672899760946917,0.2058510558099161,0.22538797738963726,45.33553606144211,0.9353099272826341,1.5547384055536229
27,Iteration 28,60.05363426370085,18.670358461898214,1041.8641301025061,3.962699353291923,0.5834391620165819,0.0,0.0,0.0,5.825398659130389,6.172010444898991,0.23057345582400457,0.25844493312741557,47.54778616850274,1.5824232135735266,1.588009359203793
28,Iteration 29,60.038803537791296,20.961596404522133,961.5531645523811,4.1577285114783855,0.6215998936711049,0.0,0.0,0.0,5.921037990374944,6.249888060604365,0.2358987076290079,0.2628883414853374,47.82891801064963,1.4158188348111669,1.5920440853246605
29,Iteration 30,59.00069834928575,19.374729033715404,1053.011860659223,4.250600800872023,0.5696214413001283,0.0,0.0,0.0,5.692770872313516,6.027551028931357,0.22278599769500843,0.24883599955334798,46.928157021103665,1.5090036792171917,1.5793395961342205
30,Iteration 31,56.57796799112489,20.40073385439147,1045.639928694945,3.7648888082132403,0.6093677947464815,0.0,0.0,0.0,5.478463812864978,5.769972790716531,0.2102641347624551,0.2317114472216198,45.777470428475524,1.121642211430929,1.5615845676005458
31,Iteration 32,56.83656369765931,21.474952827970355,976.9594988032147,3.9355902733411186,0.5721013520952589,0.0,0.0,0.0,5.429771773324192,5.737358673805063,0.20782031732129735,0.23024587388000878,45.68041990792489,1.2737105714647277,1.557578122650773
32,Iteration 33,63.8740441690084,21.406683250670003,1071.8509775067,3.7515908623740124,0.5912447245736482,0.0,0.0,0.0,6.224358506128514,6.622244037231999,0.255407486104999,0.290860908121156,49.525349629276505,2.286845167669087,1.6100037826998976
33,Iteration 34,61.19933340808056,20.935941058526275,950.6414368044683,3.9934906460476065,0.6145793844251927,0.0,0.0,0.0,6.020889409337586,6.369675928921467,0.24214215192648078,0.27153572660760417,48.36799467223299,1.7222687936532837,1.6013277348462145
34,Iteration 35,64.76860041829974,18.967572126217227,952.0220515535534,4.100065891599775,0.6355708925270236,0.0,0.0,0.0,6.465897494689143,6.849934229770023,0.2705311360280151,0.30673188864969686,50.442355722690564,2.13427866992917,1.6271958236914428
35,Iteration 36,57.54085156441421,20.63852376436384,1009.2947698206856,4.058737354833462,0.6506908578340347,0.0,0.0,0.0,5.69629566338645,5.983016866186175,0.2223013976145797,0.2444877798993678,46.63777060103878,1.048463769723516,1.577448772318384
36,Iteration 37,60.34143003671181,19.181451764722684,1015.8810429094609,4.214247431805912,0.5575035802628838,0.0,0.0,0.0,5.805417519564183,6.164525191463109,0.22959623221718697,0.25838938562089064,47.54537621662366,1.7603722784710525,1.5805295121088037
37,Iteration 38,63.68088164744554,19.731872079745216,1027.6024403344263,4.119918110716159,0.5534169937938181,0.0,0.0,0.0,6.132905189587667,6.541732078291201,0.24992436063273077,0.2856164525757749,49.21511180596149,2.5919807991562043,1.6005007830998923
38,Iteration 39,66.11696990746461,19.22540259364884,1040.2500483416457,4.230895386615931,0.597763283626024,0.0,0.0,0.0,6.5129149998814455,6.930428377965258,0.2742316847848474,0.31423031682059255,50.85301756644364,2.5849188268316676,1.6234559464855276
39,Iteration 40,57.78675479400926,19.30034480987354,1026.0230286601009,3.720958387978918,0.6343189224140533,0.0,0.0,0.0,5.674058713466618,5.972859319198545,0.22121076227318714,0.24424337290420728,46.62235431807798,1.1760553474079276,1.576451633445609
40,Iteration 41,58.87158618835219,19.910444265478574,960.4816963500965,3.928217403695388,0.649818985019651,0.0,0.0,0.0,5.84272867513555,6.148004646565671,0.230959139831868,0.25547174382532556,47.35574155116128,1.2558966330227617,1.5869870609438597
41,Iteration 42,61.64909380354281,19.92744904275123,957.2764246677876,4.252597609584327,0.6444941312010095,0.0,0.0,0.0,6.1611468798977915,6.500413394617431,0.2505028521130925,0.28003213934676646,48.88747611436602,1.554198513190449,1.6060103296385937
42,Iteration 43,58.21326143209819,22.117049340065094,1037.4387535711892,3.9376878706144325,0.5647929808781054,0.0,0.0,0.0,5.564622912714096,5.894463476116817,0.21551428777088102,0.24040645789758994,46.37220864350235,1.5099344674897888,1.5665905660942299
43,Iteration 44,56.31354889165252,19.67079832006503,1079.8278606853905,4.219186989098063,0.5754028995217788,0.0,0.0,0.0,5.401320953683359,5.697056626641946,0.20612932598565742,0.2275134778767134,45.488994326781004,1.140513066150354,1.5534550073108022
