,#,kVp (kV),th (deg),Air (mm),Al (mm),Cu (mm),Sn (mm),Pb (mm),Be (mm),HVL1 Al (mm),HVL2 Al (mm),HVL1 Cu (mm),HVL2 Cu (mm),Mean energy (keV),Air kerma (uGy),Mean conv. coeff. (Sv/Gy)
0,Iteration 1,56.57015405634004,18.57774616843847,951.677446088706,4.307304281321475,0.6021957446652908,0.0,0.0,0.0,5.498867310127503,5.787296548461843,0.21133941985195293,0.23265128805606972,45.8410583922362,1.046433434436362,1.5630209762708762
1,Iteration 2,56.637341478851106,20.147845868835894,1005.9354564552199,3.8546909979058346,0.571621553927429,0.0,0.0,0.0,5.404751613099918,5.710438106168053,0.20644308918269522,0.22859353640172064,45.565996124998655,1.1871451524356869,1.5509514620857543
2,Iteration 3,58.546130819477625,20.527795190542005,948.3822453107016,4.219270114007487,0.6455601054679043,0.0,0.0,0.0,5.811250683988159,6.111116065153326,0.2290586840691749,0.2529426198946714,47.19245515892914,1.078415191488798,1.5808441638895376
3,Iteration 4,60.07467113084878,20.12976019680141,968.9579933961016,4.072341920537758,0.6193439001215274,0.0,0.0,0.0,5.916970474101737,6.247997912636022,0.23569221612816718,0.2628401855397571,47.825743598266556,1.5500905280578086,1.5974287642550604
4,Iteration 5,57.1118949092482,21.367464819503503,950.8325968600606,4.274782980844638,0.5626263893222946,0.0,0.0,0.0,5.460274568805007,5.77176870030698,0.2095314579293667,0.2324163133365498,45.829908144904245,1.4007070083814621,1.5619679475402657
5,Iteration 6,53.71737661677612,20.948052800639328,962.1571133105341,3.7634240552542897,0.6497443354513657,0.0,0.0,0.0,5.218107081980051,5.458848102865957,0.19573562775514505,0.21230837069546268,44.39240235721703,0.6581854566488866,1.5382819556826317
6,Iteration 7,61.871593444740405,19.46195807654558,1035.5503540915088,4.330599485997267,0.621969888035023,0.0,0.0,0.0,6.138997284812672,6.489261871095409,0.24932893395933656,0.2796977430713592,48.8661281165671,1.6396148495130172,1.6069843346481103
7,Iteration 8,58.1706814219377,20.087620371709235,978.0176697044418,4.200314776267575,0.5492649615566911,0.0,0.0,0.0,5.544429933315927,5.876995926574899,0.21443341169560665,0.2394203365083829,46.30660256106861,1.4901756673980402,1.5636526172596448
8,Iteration 9,59.71964588277606,21.76500406669387,916.7991648558399,3.7048668326503558,0.5761234615651197,0.0,0.0,0.0,5.742196932600417,6.091060992537272,0.22580012957750786,0.25332115818015855,47.220595595036045,1.6861390968157282,1.5772531689956066
9,Iteration 10,59.859136174923954,19.746148321936463,884.9462916120738,4.263262639160565,0.5721232675320971,0.0,0.0,0.0,5.791594497932393,6.137199108493541,0.22859814874526813,0.2561669984897465,47.40267532892559,1.6264312021008147,1.5851157929535806
