,#,kVp (kV),th (deg),Air (mm),Al (mm),Cu (mm),Sn (mm),Pb (mm),Be (mm),HVL1 Al (mm),HVL2 Al (mm),HVL1 Cu (mm),HVL2 Cu (mm),Mean energy (keV),Air kerma (uGy),Mean conv. coeff. (Sv/Gy)
0,Iteration 1,58.96077787574294,20.338096740552665,994.3975158039007,4.079461007695473,0.634214725013969,0.0,0.0,0.0,5.826203221154018,6.136887264181245,0.23008421768735293,0.2549525168796836,47.32263614171065,1.2138406017935208,1.585080671590878
1,Iteration 2,65.99803804750701,17.81147526006985,1051.4569488339632,4.305068073326139,0.5570445276822351,0.0,0.0,0.0,6.397752139785134,6.833324795392389,0.26707261112963065,0.30775550638748217,50.486121969306964,2.87661387106992,1.6209182178037937
2,Iteration 3,61.35774298711737,20.19182881880128,898.1633346806709,4.041673051352054,0.5870472944687015,0.0,0.0,0.0,5.974218978257673,6.3364283611815715,0.23956554636621075,0.26980768041094816,48.26110162425052,2.0159765220598933,1.6021437016412172
3,Iteration 4,58.060230866325185,19.063550846254117,1089.8483466180717,4.312583065563561,0.5529511895911988,0.0,0.0,0.0,5.55292885660131,5.880808903486965,0.21484464357995706,0.23951072666598935,46.31166166546161,1.4136361646464435,1.5649119959306699
4,Iteration 5,59.5015475776231,20.824593342308436,1068.5006013127352,4.334842988611973,0.6489936627800732,0.0,0.0,0.0,5.93452179503288,6.244082353326962,0.23639562976166978,0.26181899144209864,47.76122186600698,1.2285690474691262,1.595603142085058
5,Iteration 6,65.18202533374489,22.300613033763693,1032.8562187655607,4.181205067580774,0.6044651294004411,0.0,0.0,0.0,6.421409113599936,6.824702514598637,0.2680062976025334,0.3057269259447541,50.380701732466086,2.3677085025140676,1.6235460072633914
6,Iteration 7,61.611422891671296,19.155676468373443,872.3985979467973,3.6866806701547263,0.6325290691741604,0.0,0.0,0.0,6.0945798276076735,6.444532042251125,0.24661541319179717,0.27663115814960193,48.679845757242774,1.7616650238340141,1.6059687930720905
7,Iteration 8,58.355401555793776,21.57119123430005,1053.2191284094963,4.266606867529053,0.6387217839098362,0.0,0.0,0.0,5.77488012290936,6.074323557762695,0.22695733427657752,0.2506033265362333,47.04061872051741,1.1303330353329337,1.5840841175712805
8,Iteration 9,61.68129352440083,21.347778033821232,1006.9477302740626,4.149173827796293,0.5930199100656643,0.0,0.0,0.0,6.028217725488385,6.390875610334191,0.24280447023521917,0.2734813017144235,48.48734325162974,1.9249806031712204,1.5994991951354691
9,Iteration 10,58.94997419945824,20.05739166207941,948.4938662465016,4.230021310118683,0.5991773363866092,0.0,0.0,0.0,5.7544332117637,6.076879009118286,0.2261241283491614,0.25153931460831835,47.102808389851106,1.396273797130756,1.5839161398106987
