,#,kVp (kV),th (deg),Air (mm),Al (mm),Cu (mm),Sn (mm),Pb (mm),Be (mm),HVL1 Al (mm),HVL2 Al (mm),HVL1 Cu (mm),HVL2 Cu (mm),Mean energy (keV),Air kerma (uGy),Mean conv. coeff. (Sv/Gy)
0,Iteration 1,62.8462314086367,20.19034066222097,974.3674534239085,4.2998892756455405,0.6307252362289366,0.0,0.0,0.0,6.260096480327361,6.6197024262111235,0.25698044943144155,0.2891247089441878,49.42882173954034,1.6943286929432981,1.6134070812375183
1,Iteration 2,61.67715824543594,20.35133933259357,927.5965472575,3.8492576262667155,0.6330969240550927,0.0,0.0,0.0,6.109942202412668,6.458794934391596,0.2475289527923117,0.27755966223084116,48.736652423106406,1.6484588730466923,1.6053080660058756
2,Iteration 3,55.9208558005879,21.12888587413577,955.0910990432156,3.902094932957376,0.641963954540574,0.0,0.0,0.0,5.476435803907099,5.746753940021697,0.2098769974940966,0.22970440680438392,45.63558270704311,0.8101996475569484,1.5599784323469739
3,Iteration 4,57.8548082182892,19.01529690435078,937.5375823478308,3.7071332756642033,0.5812223946192738,0.0,0.0,0.0,5.558563083355998,5.878925186933031,0.21505309005991996,0.23915771068672137,46.286603997703615,1.362866946983737,1.5618578509091703
4,Iteration 5,54.036687606866714,19.94970415201454,938.0445871398558,4.219920543965795,0.604829427891045,0.0,0.0,0.0,5.195054377499968,5.449897809554749,0.19470889195771107,0.21219024921204704,44.388443803011285,0.7454785100836314,1.5329924399929893
5,Iteration 6,57.49733985311114,20.494348042099528,1013.4205382789769,3.8680441424800174,0.6269627370455791,0.0,0.0,0.0,5.629502194739081,5.925872513899219,0.21867932653090802,0.24128217651258085,46.425500886421425,1.1403766341185377,1.575654601380647
6,Iteration 7,63.59327802139347,17.812160618782116,982.7097610109909,3.8687862306501137,0.5592748568607284,0.0,0.0,0.0,6.128839683284511,6.536604685043301,0.24966106166122964,0.28521305805555447,49.190890537486084,2.4653330958764204,1.6050026998621367
7,Iteration 8,53.166760507188286,20.372847806163758,1033.1210488781683,4.208132877074512,0.5827442657659274,0.0,0.0,0.0,5.043823842796138,5.294388370031147,0.1868844259629162,0.20347927220968348,43.74238067694699,0.7521304814945624,1.5221825124259463
8,Iteration 9,58.83756025752627,19.874837559031256,929.19243201876,3.6651229417942544,0.6025170030507623,0.0,0.0,0.0,5.714122438789326,6.0399294696005175,0.2238678068337171,0.24931415678849023,46.95827564825171,1.4435421520776106,1.574878933503531
9,Iteration 10,62.34234259176593,19.488731667836085,1000.1305368579873,3.7115621381423907,0.5870845164162756,0.0,0.0,0.0,6.058169041466572,6.437620434388741,0.24488381343192142,0.27728207055687404,48.717863566565626,2.186546868121367,1.6031373126583042
