,#,kVp (kV),th (deg),Air (mm),Al (mm),Cu (mm),Sn (mm),Pb (mm),Be (mm),HVL1 Al (mm),HVL2 Al (mm),HVL1 Cu (mm),HVL2 Cu (mm),Mean energy (keV),Air kerma (uGy),Mean conv. coeff. (Sv/Gy)
0,Iteration 1,62.00487238485519,20.121009984509605,1110.6643138766008,4.121243699062913,0.6395360398755954,0.0,0.0,0.0,6.180140937532904,6.527258635116599,0.2518062214611181,0.2821893090070762,49.01685277195316,1.6567713468315188,1.6103504156221615
1,Iteration 2,64.56748016865693,19.373695429774344,1034.3855556504668,4.11584452755084,0.5737798956017177,0.0,0.0,0.0,6.281124517230112,6.691736455339911,0.25919044003575914,0.29634582911896784,49.842028106054435,2.524214304554884,1.6115085122255293
2,Iteration 3,61.1587390680978,21.098257603047447,1061.3718869726267,3.9287624150448126,0.591034343257389,0.0,0.0,0.0,5.953410433179721,6.3124998696793835,0.2382778057005204,0.26809986491764015,48.15544948562849,1.8809875310575639,1.594247903741257
3,Iteration 4,60.3756592572366,19.91347156709718,1050.5768775011102,4.230515557059915,0.5516668828535751,0.0,0.0,0.0,5.792532636331639,6.154657807925494,0.2288959278784999,0.25785723510994496,47.51200792676337,1.8520493584389244,1.5828054789046684
4,Iteration 5,57.7498636852726,21.42371992159297,987.4154460847279,4.027523728048715,0.60195575980711,0.0,0.0,0.0,5.609225794839955,5.916775115015141,0.2176914774618747,0.24107169270135106,46.41299545195723,1.1931890990332965,1.5687991465062776
5,Iteration 6,58.40464898515205,18.23431340096877,1034.4032248516382,3.6806168288452357,0.6155488888897649,0.0,0.0,0.0,5.703088586944834,6.017375178327735,0.22307832676596917,0.24751961087195617,46.83956369479431,1.2909300795563952,1.5730061784401534
6,Iteration 7,58.69774990824493,19.348174575982863,1043.4557700767837,4.072949861323035,0.5774146857616386,0.0,0.0,0.0,5.666821315326801,5.9962190119429986,0.22123487251378188,0.24668983859311938,46.78706872097831,1.3849267418917537,1.5728993926930919
7,Iteration 8,55.39784837985856,20.6491918540857,1075.4754077757093,3.869057549488139,0.5487295100768521,0.0,0.0,0.0,5.2091529996678,5.506106897635733,0.19594171977465014,0.21649000668501545,44.713191547128304,1.177456334420073,1.5332518940946414
8,Iteration 9,60.59945220076176,19.55635527810126,855.2037662252632,4.031095707213199,0.6249405924279897,0.0,0.0,0.0,5.9867087085422455,6.322818797807198,0.23990207874819192,0.26794632616210623,48.14559995644382,1.627809157026165,1.5958796549777354
9,Iteration 10,60.089639845303445,19.777953787925,1070.6275897157632,4.343747775686798,0.5854158938710657,0.0,0.0,0.0,5.856206053825777,6.1981596111063455,0.23229613607641575,0.2599801336320554,47.64528805925263,1.578495163543262,1.5865962620972494
10,Iteration 11,61.42911426224699,18.611777317740465,959.8260934057132,4.065414131785421,0.5863680443993842,0.0,0.0,0.0,5.987670969197544,6.350515424348157,0.24038097859404506,0.2707723479440013,48.320345871792505,1.7698359561393815,1.5974835968919365
11,Iteration 12,56.23631178391408,19.47926545745269,977.9949224117795,3.675883454168427,0.6503484705497131,0.0,0.0,0.0,5.523348909027837,5.796826928594881,0.21247718380261527,0.23276128241130162,45.84608256142966,0.9316972704517902,1.5637866456077427
12,Iteration 13,57.35682911836567,18.462345559079637,1009.5079875712032,4.107193561834124,0.5562268609075898,0.0,0.0,0.0,5.470480397955712,5.789423041411269,0.21018510939216867,0.23369131611990063,45.91770235373491,1.3152158122685678,1.5577468016099807
13,Iteration 14,58.755851424407616,21.37062121457897,1046.0130033575088,4.199984529867726,0.5624938918591914,0.0,0.0,0.0,5.638564436264968,5.973828486622402,0.2197210146002554,0.24548346593690468,46.709027022802296,1.6355453399004725,1.573447402993527
14,Iteration 15,64.07132283352306,17.688410554336933,989.6028610064162,4.074832270285252,0.5760646904066017,0.0,0.0,0.0,6.240588033767924,6.643581132894713,0.2565119966924135,0.29257815159733797,49.62431033976957,2.4729302843158565,1.6138943841916102
15,Iteration 16,64.79950908092431,20.162473571006114,1037.0030313715724,4.164466218842356,0.6293220587511488,0.0,0.0,0.0,6.453599261242171,6.840208879524256,0.26978241768993116,0.3061339978349331,50.40793851067063,2.232170765202557,1.622541664629389
16,Iteration 17,60.34278701545465,18.93623084101795,980.8240320211337,3.7309358195894307,0.6426809626637415,0.0,0.0,0.0,5.983782372624114,6.312547215771845,0.23961034823616045,0.26699313798091895,48.08604053511385,1.5127198350891862,1.593503339001529
