,#,kVp (kV),th (deg),Air (mm),Al (mm),Cu (mm),Sn (mm),Pb (mm),Be (mm),HVL1 Al (mm),HVL2 Al (mm),HVL1 Cu (mm),HVL2 Cu (mm),Mean energy (keV),Air kerma (uGy),Mean conv. coeff. (Sv/Gy)
0,Iteration 1,59.632685263509494,18.432974614003907,954.0357215776916,4.18754249589707,0.5736804739958328,0.0,0.0,0.0,5.770600827591448,6.113029948302678,0.2273420335120354,0.2545073202118815,47.2957303493498,1.5899691354153305,1.5782021598763534
1,Iteration 2,58.10304224332127,18.082502145860023,948.5174748424441,4.05130374623879,0.5699349356800091,0.0,0.0,0.0,5.584575873845049,5.908961766567824,0.21655517348803824,0.241124687364663,46.41846571993512,1.4813709720046402,1.5695527254669326
2,Iteration 3,63.90271420358877,20.491405682967837,873.267339909588,3.987789025960273,0.5645470996041294,0.0,0.0,0.0,6.172840062712253,6.581232863365183,0.2523845733135612,0.28838098803487716,49.3783883552708,2.461557383233751,1.60448345702625
3,Iteration 4,60.330543124366315,20.94087410221741,1060.134193637677,3.87924028962483,0.6025970849386217,0.0,0.0,0.0,5.890204683489955,6.233709634423777,0.23430613480871107,0.2623473836821739,47.795118378719515,1.6781104596806065,1.5925463217058309
4,Iteration 5,60.13929222694785,19.849417702683517,976.593147323749,4.089265009860266,0.5918484357108442,0.0,0.0,0.0,5.8598059503404185,6.20276515322129,0.23251985558376373,0.2603119756970018,47.66631681676771,1.6249657310371444,1.584744889168939
5,Iteration 6,59.04684515781887,17.91916809268211,1081.86919804171,3.656744553248783,0.6447050317601786,0.0,0.0,0.0,5.842155052576578,6.153908217242504,0.23102551533536453,0.25607164959955764,47.394125712368044,1.3155425923601058,1.5865443563151949
6,Iteration 7,61.775281310736446,20.79909443279941,937.4463622069146,3.902056394889457,0.6447577612394837,0.0,0.0,0.0,6.1505064168812185,6.495278116292977,0.24993754800107734,0.27989196010741324,48.878508003440416,1.542941097413238,1.6079476164126298
7,Iteration 8,63.871655247319325,18.55095222228949,995.2374343732571,3.835323794100333,0.5758533669223682,0.0,0.0,0.0,6.19824380735648,6.602095985324812,0.2538834741263984,0.28966638051651566,49.453990116905814,2.385994762978415,1.6081704287695098
8,Iteration 9,53.28637641269042,18.14049199080688,1028.1490362877632,3.768189151300133,0.6383146591156889,0.0,0.0,0.0,5.150667465199512,5.388951245782093,0.1922093494407907,0.20835277041823536,44.10025119457869,0.6685396703816779,1.530422375058893
9,Iteration 10,57.93729841571599,22.300620022572904,956.0872638969385,4.142545253176505,0.5541025281298102,0.0,0.0,0.0,5.520190120337878,5.848359570598388,0.21303790651070212,0.23754422553092394,46.18053953727866,1.4923557021820086,1.5643032010995066
10,Iteration 11,58.42507681545444,21.370707455171924,1055.6339287512997,4.250193369439031,0.556545189858993,0.0,0.0,0.0,5.59062948976115,5.923190074506615,0.21700491851845943,0.2422652957457735,46.49622464408464,1.4202226921345005,1.5658661418900088
11,Iteration 12,61.374358746051875,19.929465213860393,932.5451346004305,4.157670033173437,0.558549516796387,0.0,0.0,0.0,5.910493908754092,6.284432131064237,0.23596696129888672,0.2667708252321197,48.07315823883425,1.9450115651405486,1.5909081525532545
12,Iteration 13,58.06391512216474,21.16824593017828,881.118640477903,3.863610131021893,0.5640931431563246,0.0,0.0,0.0,5.543107293555326,5.8720456729662756,0.2143146186774543,0.23900971176700972,46.278645336235684,1.4993424900423769,1.565531963118497
13,Iteration 14,59.66310306132003,19.922080445103816,1024.598740632156,3.747931440700549,0.551428074859406,0.0,0.0,0.0,5.681074064810553,6.039353602848345,0.2224521129928477,0.2503468756151217,47.02935919539615,1.7618316088855221,1.5702130987167668
14,Iteration 15,58.236308664124294,20.74585825935773,980.0437820745841,4.285644165331515,0.5946336510032973,0.0,0.0,0.0,5.66538203173579,5.979495602005546,0.22093561095994668,0.24515303375964698,46.68444320282139,1.2834715709266786,1.5688904102391266
