,#,kVp (kV),th (deg),Air (mm),Al (mm),Cu (mm),Sn (mm),Pb (mm),Be (mm),HVL1 Al (mm),HVL2 Al (mm),HVL1 Cu (mm),HVL2 Cu (mm),Mean energy (keV),Air kerma (uGy),Mean conv. coeff. (Sv/Gy)
0,Iteration 1,55.06286157226567,19.727487074087183,937.3245056709907,3.897546242518272,0.6255684852920202,0.0,0.0,0.0,5.343528660000208,5.607958234080877,0.2026425656082345,0.22143449303187127,45.05560792098674,0.8552543125408987,1.5437863737781734
1,Iteration 2,63.32699273402242,18.40118732170137,978.4272273238839,4.329088575055555,0.6463948641310078,0.0,0.0,0.0,6.3577181486228795,6.716122490657483,0.26311609476692366,0.29590861452662165,49.82686989485306,1.7601866278844511,1.6239347226218692
2,Iteration 3,62.142588627516304,20.387238728787693,994.7970090982362,4.0880712607001355,0.6140620798999272,0.0,0.0,0.0,6.1293299398087475,6.489483383845587,0.2489004106323858,0.2800980601309394,48.88958744142297,1.8656348062076369,1.6063896527428956
3,Iteration 4,60.281560087340836,18.272662838330923,970.2031415604398,4.085235001852348,0.5985454442524739,0.0,0.0,0.0,5.8970019632397275,6.238833237595511,0.234677516823166,0.2626155424095694,47.81144732203068,1.5563099657223687,1.5898770271315537
4,Iteration 5,55.200038520576,20.003951124647084,1019.3138692420464,4.309901431539037,0.6295861289825477,0.0,0.0,0.0,5.390625428947775,5.651800988774362,0.20511594978777672,0.22387349431900197,45.22708930387273,0.8508512993312916,1.5577478174029529
5,Iteration 6,65.415944545627,19.606743410246775,1013.9273192025229,3.805580061907262,0.5896656770724529,0.0,0.0,0.0,6.386671677758015,6.804999699835841,0.26604635924941167,0.30491866989295136,50.330630640855404,2.7607649603184474,1.6198923130498406
6,Iteration 7,55.317623151146364,20.459286491073073,958.2268345125942,4.267278774051716,0.5807420639200587,0.0,0.0,0.0,5.297795834677841,5.5776070161048805,0.20039846783897597,0.22011440040782937,44.96627244230248,0.949627271998348,1.5443083976215788
7,Iteration 8,61.3357436184953,21.509711888360968,1017.4015908694129,4.280976752557158,0.559275706584038,0.0,0.0,0.0,5.912500717648505,6.2841273531483095,0.23604805027635894,0.2666700578831122,48.06713885995538,1.7655834622023028,1.5895363816175778
8,Iteration 9,59.33960076704618,19.2448458651336,1072.6352430018658,4.05772242239231,0.5649547134869345,0.0,0.0,0.0,5.705720398425782,6.049422633190706,0.22364595358728218,0.2505045086216063,47.03760755357363,1.6496195710659258,1.574389201783068
9,Iteration 10,59.86897469269397,19.48241640806886,997.1980246749241,3.970323623335462,0.6183956141008923,0.0,0.0,0.0,5.887742473323367,6.217439625103914,0.23395350746082988,0.2607985216239796,47.69649835538764,1.5015902739240365,1.5918499128931711
10,Iteration 11,60.031683875939144,20.536140415927143,1003.9936190343722,3.669326829030481,0.559064640109279,0.0,0.0,0.0,5.73289483503971,6.094009418188367,0.22545086085426716,0.2539236097871028,47.26057176807462,1.8735364928004588,1.5740731229096108
11,Iteration 12,64.45631083082462,19.23984471265375,1075.8889438403626,4.248406565916947,0.6341796344981608,0.0,0.0,0.0,6.439429239809697,6.8182744040910945,0.2687288063064578,0.3041875465569771,50.29925779177176,2.0833942204537816,1.6252821239921922
